@RELATION <40-flow-features>

@ATTRIBUTE srcip STRING
@ATTRIBUTE srcport NUMERIC
@ATTRIBUTE dstip STRING
@ATTRIBUTE dstport NUMERIC
@ATTRIBUTE proto NUMERIC
@ATTRIBUTE total_fpackets NUMERIC
@ATTRIBUTE total_fvolume NUMERIC
@ATTRIBUTE total_bpackets NUMERIC
@ATTRIBUTE total_bvolume NUMERIC
@ATTRIBUTE min_fpktl NUMERIC
@ATTRIBUTE mean_fpktl NUMERIC
@ATTRIBUTE max_fpktl NUMERIC
@ATTRIBUTE std_fpktl NUMERIC
@ATTRIBUTE min_bpktl NUMERIC
@ATTRIBUTE mean_bpktl NUMERIC
@ATTRIBUTE max_bpktl NUMERIC
@ATTRIBUTE std_bpktl NUMERIC
@ATTRIBUTE min_fiat NUMERIC
@ATTRIBUTE mean_fiat NUMERIC
@ATTRIBUTE max_fiat NUMERIC
@ATTRIBUTE std_fiat NUMERIC
@ATTRIBUTE min_biat NUMERIC
@ATTRIBUTE mean_biat NUMERIC
@ATTRIBUTE max_biat NUMERIC
@ATTRIBUTE std_biat NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE min_active NUMERIC
@ATTRIBUTE mean_active NUMERIC
@ATTRIBUTE max_active NUMERIC
@ATTRIBUTE std_active NUMERIC
@ATTRIBUTE min_idle NUMERIC
@ATTRIBUTE mean_idle NUMERIC
@ATTRIBUTE max_idle NUMERIC
@ATTRIBUTE std_idle NUMERIC
@ATTRIBUTE sflow_fpackets NUMERIC
@ATTRIBUTE sflow_fbytes NUMERIC
@ATTRIBUTE sflow_bpackets NUMERIC
@ATTRIBUTE sflow_bbytes NUMERIC
@ATTRIBUTE fpsh_cnt NUMERIC
@ATTRIBUTE bpsh_cnt NUMERIC
@ATTRIBUTE furg_cnt NUMERIC
@ATTRIBUTE burg_cnt NUMERIC
@ATTRIBUTE total_fhlen NUMERIC
@ATTRIBUTE total_bhlen NUMERIC

@DATA
192.168.1.193,4317,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,58,3307,12681,4750,68,3469,9961,4119,21712,21712,21712,21712,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3352,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,1357,7569,20463,7713,76,8588,26695,12413,38727,38727,38727,38727,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,3353,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,568,3534,7281,3337,77,2976,7662,3404,15125,15125,15125,15125,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4320,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,903,4398,17395,6413,34,4381,15388,6259,27988,27988,27988,27988,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4324,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,103,7921,15177,6005,38,7253,22549,10113,49848,49848,49848,49848,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4325,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,60,4733,11700,5271,63,4593,12832,5609,30015,30015,30015,30015,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4326,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,67,4859,11596,4573,66,5608,24625,9508,34471,34471,34471,34471,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4327,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,48,5465,13993,5912,37,4970,13280,5930,39140,39140,39140,39140,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4329,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,61,3445,7628,3001,62,4108,12128,5141,27244,27244,27244,27244,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4328,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,55,5810,12406,5256,65,5678,18197,7575,35659,35659,35659,35659,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.177,59738,176.31.232.79,443,6,14,1300,8,4785,52,92,394,101,52,598,1500,687,499,251985,999962,340336,99,199065,435530,217329,23237999,441974,484299,999962,495498,1999918,5204126,10985368,3959294,2,260,1,957,2,3,0,0,760,424
192.168.1.143,51377,192.168.1.1,53,17,1,72,1,439,72,72,72,0,439,439,439,0,0,0,0,0,0,0,0,0,9481,9481,9481,9481,0,0,0,0,0,1,72,1,439,0,0,0,0,28,20
192.168.1.177,138,192.168.1.255,138,17,2,480,0,0,237,240,243,4,-1,-1,-1,0,556,556,556,0,0,0,0,0,556,556,556,556,0,0,0,0,0,2,480,0,0,0,0,0,0,48,0
192.168.1.240,50000,239.255.255.250,1900,17,4,566,0,0,134,141,149,8,-1,-1,-1,0,102247,105423,108442,3100,0,0,0,0,316270,316270,316270,316270,0,0,0,0,0,4,566,0,0,0,0,0,0,88,0
192.168.1.240,43877,192.168.1.1,53,17,1,61,1,274,61,61,61,0,274,274,274,0,0,0,0,0,0,0,0,0,374700,374700,374700,374700,0,0,0,0,0,1,61,1,274,0,0,0,0,28,20
192.168.1.193,4353,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,70,8355,18965,7929,70,8046,24598,9207,51944,51944,51944,51944,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4354,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,51,12957,31996,11201,31,13175,39047,16838,81969,81969,81969,81969,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4355,192.168.1.223,49153,6,8,607,7,3989,52,75,235,64,52,569,1500,657,70,12883,38849,13141,56,14894,49302,21131,92300,92300,92300,92300,0,0,0,0,0,8,607,7,3989,1,2,0,0,424,372
192.168.1.193,4361,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,66,4677,7318,2859,77,4635,12660,5819,29374,29374,29374,29374,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4284,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,1023,18887,67093,32162,60,18481,69647,34163,76440,76440,76440,76440,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4282,192.168.1.249,49152,6,6,514,5,1438,52,85,238,74,52,287,1222,522,76,1809,3474,1615,74,1634,3005,1465,3007367,8086,4043,8086,5717,2999281,2999281,2999281,0,3,257,2,719,1,1,0,0,328,268
192.168.1.240,42672,206.108.0.132,123,17,6,456,6,456,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,263059680,209419,209498,209626,74,50211138,52360537,54056096,1640073,1,76,1,76,0,0,0,0,128,120
192.168.1.166,60237,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,319,319,319,319,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.240,53495,192.168.1.1,53,17,1,74,1,312,74,74,74,0,312,312,312,0,0,0,0,0,0,0,0,0,149077,149077,149077,149077,0,0,0,0,0,1,74,1,312,0,0,0,0,28,20
192.168.1.240,42060,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,173,173,173,0,108,108,108,0,2318,2318,2318,2318,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.227,43984,80.93.163.202,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,270152,270152,270152,270152,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.227,57551,192.168.1.1,53,17,1,61,1,515,61,61,61,0,515,515,515,0,0,0,0,0,0,0,0,0,71594,71594,71594,71594,0,0,0,0,0,1,61,1,515,0,0,0,0,28,20
192.168.1.240,52941,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,158,158,158,0,107,107,107,0,2397,2397,2397,2397,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,56902,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,153,153,153,0,104,104,104,0,2015,2015,2015,2015,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.193,4289,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,2558,5693,10764,3549,62,6710,17556,8397,28231,28231,28231,28231,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4290,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4977,7775,10706,2544,91,7327,15398,8187,32066,32066,32066,32066,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4366,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,71,6578,14224,6008,39,6379,22558,9806,41141,41141,41141,41141,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4368,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,2247,5039,9490,3352,62,5042,18396,7399,31077,31077,31077,31077,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4370,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,544,5597,11816,4691,42,5523,15757,6972,34312,34312,34312,34312,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4371,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,55,2461,5887,2431,56,2512,6877,2774,15891,15891,15891,15891,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.240,44112,74.125.34.101,443,6,12,1367,10,6056,52,113,569,149,52,605,1470,624,89,145368,425074,138625,89,149309,335679,136084,241462091,51435,752562,1453689,991543,239956967,239956967,239956967,0,6,683,5,3028,3,5,0,0,632,528
192.168.1.193,3865,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3155,7360,10066,3290,75,6610,13177,7078,30390,30390,30390,30390,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3866,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4333,8027,12687,3937,66,7399,15183,8375,33075,33075,33075,33075,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.143,25067,52.76.40.177,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,120000,120000,120000,120000,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,25067,52.76.46.19,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,120591,120591,120591,120591,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,25067,52.76.46.19,8089,17,1,41,0,0,41,41,41,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,28,0
192.168.1.143,25068,52.76.46.19,3478,17,16,896,0,0,56,56,56,0,-1,-1,-1,0,15808,95486,242919,91112,0,0,0,0,1432290,1432290,1432290,1432290,0,0,0,0,0,16,896,0,0,0,0,0,0,328,0
192.168.1.143,25067,149.171.37.162,25067,17,7,392,0,0,56,56,56,0,-1,-1,-1,0,204335,215255,259553,21749,0,0,0,0,1291531,1291531,1291531,1291531,0,0,0,0,0,7,392,0,0,0,0,0,0,148,0
192.168.1.166,40441,89.30.121.150,80,6,6,502,3,490,52,83,234,73,52,163,378,185,954,168104,285645,151848,278142,282378,286615,5991,840523,840523,840523,840523,0,0,0,0,0,6,502,3,490,1,1,0,0,320,164
192.168.1.166,40442,89.30.121.150,80,6,7,644,5,1898,52,92,324,102,52,379,1500,631,192,149222,326460,158195,60,154899,330844,174370,895336,895336,895336,895336,0,0,0,0,0,7,644,5,1898,1,1,0,0,372,268
192.168.1.166,40443,89.30.121.150,80,6,6,541,3,429,52,90,273,89,52,143,317,150,842,170289,289683,150619,285487,287978,290469,3522,851447,851447,851447,851447,0,0,0,0,0,6,541,3,429,1,1,0,0,320,164
192.168.1.196,4451,192.168.1.1,53,17,1,58,1,528,58,58,58,0,528,528,528,0,0,0,0,0,0,0,0,0,4271,4271,4271,4271,0,0,0,0,0,1,58,1,528,0,0,0,0,28,20
192.168.1.196,4450,129.250.35.251,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,184807,184807,184807,184807,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,38281,207.171.178.6,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,143937,143937,143937,143937,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,44589,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,2730,2730,2730,0,138810,138810,138810,0,140595,140595,140595,140595,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,47676,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,150,150,150,0,107,107,107,0,2388,2388,2388,2388,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,37329,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,160,160,160,0,108,108,108,0,2344,2344,2344,2344,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.193,3940,192.168.1.223,49153,6,5,464,5,461,52,92,248,86,52,92,245,85,79,2625,5214,2606,55,2518,5567,2347,11388,11388,11388,11388,0,0,0,0,0,5,464,5,461,1,1,0,0,268,268
192.168.1.193,3941,192.168.1.223,49153,6,5,466,5,461,52,93,250,87,52,92,245,85,81,2307,6117,2875,60,2590,6162,3032,11127,11127,11127,11127,0,0,0,0,0,5,466,5,461,1,1,0,0,268,268
192.168.1.193,3874,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4176,9982,15213,4833,167,9836,24358,11635,40918,40918,40918,40918,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3872,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4209,10984,16873,5834,61,10915,27922,13154,44762,44762,44762,44762,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3944,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,50,8304,22334,8882,64,8526,31076,12411,52250,52250,52250,52250,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3877,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,119,2398,6147,2504,76,3770,10379,4700,16086,16086,16086,16086,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,3878,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,64,3574,10127,4515,62,3640,8166,3570,15662,15662,15662,15662,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3947,192.168.1.223,49153,6,6,472,5,506,52,78,204,61,52,101,290,105,75,20139,89333,38771,2076,25758,80192,36857,103868,103868,103868,103868,0,0,0,0,0,6,472,5,506,1,1,0,0,320,268
192.168.1.193,3951,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,120,6385,13370,4871,33,6276,17915,8255,40280,40280,40280,40280,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3953,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,113,7119,11322,4519,35,6190,19122,8392,43401,43401,43401,43401,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3955,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,77,2046,7053,2596,34,2380,7323,2921,15326,15326,15326,15326,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.223,4846,192.168.1.193,49154,6,7,691,6,513,52,98,239,78,52,85,245,78,109,37812,167243,65928,3123,43057,118231,46503,226873,226873,226873,226873,0,0,0,0,0,7,691,6,513,2,1,0,0,372,320
192.168.1.223,4847,192.168.1.193,49154,6,7,699,6,513,52,99,239,80,52,85,245,78,575,37448,161426,63969,3120,43524,113096,44598,224689,224689,224689,224689,0,0,0,0,0,7,699,6,513,2,1,0,0,372,320
192.168.1.223,4848,192.168.1.193,49154,6,6,639,6,513,52,106,239,83,52,85,245,78,62,4577,9190,3914,46,4003,6856,2694,25436,25436,25436,25436,0,0,0,0,0,6,639,6,513,2,1,0,0,320,320
192.168.1.223,4849,192.168.1.193,49154,6,7,784,6,513,52,112,277,100,52,85,245,78,80,4204,12153,4572,81,4086,6010,2390,25226,25226,25226,25226,0,0,0,0,0,7,784,6,513,2,1,0,0,372,320
192.168.1.166,33571,192.168.1.1,53,17,1,65,1,270,65,65,65,0,270,270,270,0,0,0,0,0,0,0,0,0,284887,284887,284887,284887,0,0,0,0,0,1,65,1,270,0,0,0,0,28,20
192.168.1.193,3954,192.168.1.223,49153,6,6,474,5,506,52,79,206,62,52,101,290,105,910,232741,1014080,439906,17372,288732,973002,458365,1163707,1163707,1163707,1163707,0,0,0,0,0,6,474,5,506,1,1,0,0,320,268
192.168.1.223,4850,192.168.1.193,49154,6,7,764,6,513,52,109,257,95,52,85,245,78,67,1981,6004,2218,76,2350,4210,1532,12859,12859,12859,12859,0,0,0,0,0,7,764,6,513,2,1,0,0,372,320
192.168.1.166,40444,89.30.121.150,80,6,8,2271,5,558,52,283,1500,499,52,111,317,115,61,168150,343097,157540,57205,225331,282828,112100,1177054,1177054,1177054,1177054,0,0,0,0,0,8,2271,5,558,2,2,0,0,424,268
192.168.1.112,25587,192.168.1.1,53,17,1,64,1,318,64,64,64,0,318,318,318,0,0,0,0,0,0,0,0,0,420,420,420,420,0,0,0,0,0,1,64,1,318,0,0,0,0,28,20
192.168.1.177,43040,192.168.1.1,53,17,1,64,1,64,64,64,64,0,64,64,64,0,0,0,0,0,0,0,0,0,300,300,300,300,0,0,0,0,0,1,64,1,64,0,0,0,0,28,20
192.168.1.177,55865,192.168.1.1,53,17,1,62,1,134,62,62,62,0,134,134,134,0,0,0,0,0,0,0,0,0,3129,3129,3129,3129,0,0,0,0,0,1,62,1,134,0,0,0,0,28,20
192.168.1.177,58327,192.168.1.1,53,17,1,62,1,156,62,62,62,0,156,156,156,0,0,0,0,0,0,0,0,0,293382,293382,293382,293382,0,0,0,0,0,1,62,1,156,0,0,0,0,28,20
192.168.1.177,56473,192.168.1.1,53,17,1,66,1,66,66,66,66,0,66,66,66,0,0,0,0,0,0,0,0,0,340,340,340,340,0,0,0,0,0,1,66,1,66,0,0,0,0,28,20
192.168.1.177,56761,192.168.1.1,53,17,1,68,1,68,68,68,68,0,68,68,68,0,0,0,0,0,0,0,0,0,298,298,298,298,0,0,0,0,0,1,68,1,68,0,0,0,0,28,20
192.168.1.223,3604,192.168.1.193,3222,17,16,5376,0,0,336,336,336,0,-1,-1,-1,0,76,89687,113313,41067,0,0,0,0,616980135,104444,269062,539651,206549,160044053,205301295,279909172,65099973,4,1344,0,0,0,0,0,0,328,0
192.168.1.112,25949,62.210.92.227,25050,6,9,795,9,448,40,88,301,87,40,49,64,10,1053,358153,411360,144301,7753,358134,411150,141605,3178354,3178354,3178354,3178354,0,0,0,0,0,9,795,9,448,5,5,0,0,368,364
192.168.1.193,4788,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3757,5410,7424,1819,75,4889,12879,5884,22495,22495,22495,22495,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4739,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,129,4485,8524,3204,77,4952,13037,5349,30658,30658,30658,30658,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4741,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,421,6509,13691,4397,71,6096,19324,7185,39749,39749,39749,39749,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4792,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,7734,11780,14067,2814,1059,10930,23315,11432,48002,48002,48002,48002,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4742,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,78,4040,8257,3446,80,4285,17361,6726,26510,26510,26510,26510,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4743,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,46,6048,20474,8067,43,5982,20723,8481,37070,37070,37070,37070,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.143,38572,54.254.227.152,80,6,6,360,5,507,40,60,148,43,40,101,335,130,100,48825,122429,66559,104,60858,121698,69289,362816,362816,362816,362816,0,0,0,0,0,6,360,5,507,1,1,0,0,252,212
192.168.1.177,59740,176.31.232.79,443,6,13,1240,8,4785,52,95,394,104,52,598,1500,687,354,266222,999891,324007,98,218163,507523,239919,15679234,596307,949920,1253562,331464,1999915,6414737,10829559,6243501,4,413,2,1595,2,3,0,0,700,424
192.168.1.177,137,127.0.0.1,137,17,5,480,0,0,96,96,96,0,-1,-1,-1,0,46,233,763,353,0,0,0,0,933,933,933,933,0,0,0,0,0,5,480,0,0,0,0,0,0,108,0
192.168.1.223,3605,192.168.1.1,53,17,2,135,2,632,60,67,75,10,203,316,429,159,9639,9639,9639,0,2889,2889,2889,0,9971,9971,9971,9971,0,0,0,0,0,2,135,2,632,0,0,0,0,48,40
192.168.1.240,51596,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,2083,2083,2083,0,1908,1908,1908,0,3724,3724,3724,3724,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,52930,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,151,151,151,0,106,106,106,0,2351,2351,2351,2351,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,40861,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,3416,3416,3416,0,3290,3290,3290,0,5083,5083,5083,5083,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.177,138,192.168.1.255,138,17,2,480,0,0,237,240,243,4,-1,-1,-1,0,2286,2286,2286,0,0,0,0,0,2286,2286,2286,2286,0,0,0,0,0,2,480,0,0,0,0,0,0,48,0
192.168.1.193,4745,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1203,8257,32544,12113,33,8477,36124,14147,51981,51981,51981,51981,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4800,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,653,5789,9318,3637,66,7135,14682,7285,32498,32498,32498,32498,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,4749,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,78,6601,13042,4646,70,6127,17805,8244,40751,40751,40751,40751,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4751,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1189,6846,14178,5346,58,7217,24440,10297,44236,44236,44236,44236,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4752,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,78,8382,14900,5106,65,7011,21400,9550,51041,51041,51041,51041,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4799,192.168.1.249,49152,6,6,514,5,1438,52,85,238,74,52,287,1222,522,76,2199,5210,2235,145,2151,4692,2245,3005968,9714,4857,9714,6868,2996254,2996254,2996254,0,3,257,2,719,1,1,0,0,328,268
192.168.1.193,3386,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,41,5843,18703,6993,60,5744,23894,9319,37942,37942,37942,37942,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3388,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,61,7822,21910,8749,63,7734,24035,11146,47683,47683,47683,47683,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3334,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,78,3391,8353,3539,76,1910,3760,1736,14468,14468,14468,14468,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3391,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,49,5372,21975,8302,46,5691,14979,7189,35794,35794,35794,35794,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3390,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,31,5839,14254,4981,34,5830,15626,6565,36616,36616,36616,36616,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3393,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,48,6577,23042,8962,35,6214,18881,8374,40175,40175,40175,40175,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3394,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,67,8169,15671,5606,61,7330,21725,9950,52243,52243,52243,52243,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3396,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1174,4453,11768,4037,168,4001,11544,4122,27934,27934,27934,27934,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3397,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1160,5969,15096,5812,57,5804,22495,8512,36584,36584,36584,36584,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3330,192.168.1.249,49152,6,7,566,5,1438,52,80,238,69,52,287,1222,522,58,1569,4017,1707,75,2891,7622,3386,3011794,12682,6341,12682,8967,2999112,2999112,2999112,0,3,283,2,719,1,1,0,0,380,268
192.168.1.166,41143,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,323,323,323,323,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.166,47229,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,316,316,316,316,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.166,57525,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,315,315,315,315,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.241,56428,121.0.0.42,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,14994,14994,14994,14994,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,43629,192.168.1.1,53,17,1,74,1,312,74,74,74,0,312,312,312,0,0,0,0,0,0,0,0,0,148528,148528,148528,148528,0,0,0,0,0,1,74,1,312,0,0,0,0,28,20
192.168.1.240,45271,72.21.207.109,443,6,14,3539,11,3684,40,252,1500,400,40,334,1500,578,107,109860,265198,107810,82,113884,331206,138148,2588324,52351,666021,1279692,867861,1256281,1256281,1256281,0,7,1769,5,1842,4,5,0,0,580,448
